"agentPopID","dataCategory","futureCategory","InDate","OutDate","WGSlong","WGSlat","neighborhood","occupantType","PropValue","Insolation","PVadopter","PVDate","STadopter","STDate","HVACadopter","HVACDate","SIA","U"
15,"actual-TechData","future-out",2000-01-01,2050-12-31,-97.7570088697287,30.444665936617,"A","Rent",2956342.39716688,10522888.837692,0,NA,0,NA,0,NA,NA,NA
16,"future","stay",2021-09-20,2050-12-31,-97.6037348715674,30.1984680560747,"A","Own",2454970.55649757,10909056.9901616,0,NA,0,NA,0,NA,NA,NA
17,"actual-TechData","stay",2000-01-01,2050-12-31,-97.6834996844875,30.4564347095415,"B","Own",6473600.40151514,10581417.5114147,0,NA,0,NA,0,NA,NA,NA
18,"actual-noData","stay",2000-01-01,2050-12-31,-97.8765645355684,30.2244307933982,"A","Own",7804018.45695917,10964342.2953192,0,NA,0,NA,0,NA,NA,NA
19,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9369801340817,30.4075226286367,"M","Own",4680172.29981488,10651014.905764,0,NA,1,2003-01-20,0,NA,NA,NA
20,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9833044691108,30.148084604732,"B","Own",1012190.2427543,10054849.4847458,0,NA,0,NA,0,NA,NA,NA
21,"actual-noData","stay",2000-01-01,2050-12-31,-97.7026910503124,30.2665165118138,"A","Own",6506454.83097294,10965739.7450948,0,NA,0,NA,0,NA,NA,NA
22,"future","stay",2049-08-19,2050-12-31,-97.5970732282137,30.2846350953699,"P","Rent",2462204.39732773,10854168.1801967,0,NA,0,NA,0,NA,NA,NA
23,"future","stay",2034-06-20,2050-12-31,-97.7682661022941,30.3961014745058,"M","Own",191513.474134263,10152522.3642137,0,NA,0,NA,0,NA,NA,NA
24,"actual-noData","future-out",2000-01-01,2050-12-31,-97.6383687647454,30.3411591966904,"A","Own",7454870.12243364,10587578.1909381,0,NA,0,NA,0,NA,NA,NA
25,"actual-noData","stay",2000-01-01,2050-12-31,-97.8764555573967,30.4708376924766,"A","Own",8857246.96794059,10080290.3474901,0,NA,0,NA,0,NA,NA,NA
26,"actual-noData","stay",2000-01-01,2050-12-31,-97.6233753062481,30.0827253157936,"M","Rent",8699504.97168815,10779165.9375298,0,NA,0,NA,0,NA,NA,NA
27,"actual-noData","future-out",2000-01-01,2050-12-31,-97.7279560019922,30.1708461609703,"B","Own",7265942.51857838,10577571.0482141,0,NA,0,NA,0,NA,NA,NA
28,"actual-noData","stay",2000-01-01,2050-12-31,-97.8758094145437,30.2256095509194,"A","Own",4127843.44431246,10014044.2884129,0,NA,0,NA,0,NA,NA,NA
29,"actual-noData","stay",2000-01-01,2050-12-31,-98.0020145537362,30.3030216264465,"M","Own",1752897.95502555,10971985.28502,0,NA,0,NA,0,NA,NA,NA
30,"actual-TechData","stay",2000-01-01,2050-12-31,-98.001779159858,30.2668567881629,"M","Own",5175831.3521184,10600876.1017224,0,NA,0,NA,0,NA,NA,NA
31,"actual-survey","stay",2000-01-01,2050-12-31,-97.9992261156326,30.1393231609504,"B","Own",2780989.59244322,10593949.5236583,0,NA,0,NA,1,2008-02-20,-0.142914522439241,0.857085477560759
32,"future","stay",2048-01-22,2050-12-31,-97.5491368099603,30.1920496706764,"A","Own",4658233.34147688,10983907.1860855,0,NA,0,NA,0,NA,NA,NA
33,"actual-noData","stay",2000-01-01,2050-12-31,-97.7636170180741,30.4804322251793,"M","Own",2953818.64809431,10924333.4612143,0,NA,0,NA,0,NA,NA,NA
34,"actual-noData","stay",2000-01-01,2050-12-31,-97.9361767034021,30.4611035663742,"B","Own",8376395.30640328,10379295.7160165,0,NA,0,NA,0,NA,NA,NA
35,"actual-noData","stay",2000-01-01,2050-12-31,-97.8726115676888,30.1870447072514,"B","Own",9758648.84977462,10928291.1412027,0,NA,0,NA,0,NA,NA,NA
36,"actual-noData","stay",2000-01-01,2050-12-31,-97.934363940695,30.2055811437809,"A","Rent",7715908.64695143,10222994.0228536,0,NA,0,NA,0,NA,NA,NA
37,"actual-noData","stay",2000-01-01,2050-12-31,-97.7679017172773,30.3534061991178,"A","Own",6385569.9864449,10058866.1592886,0,NA,0,NA,0,NA,NA,NA
38,"actual-noData","stay",2000-01-01,2050-12-31,-97.8161886417586,30.2811075396804,"B","Own",8028797.62473982,10087931.0875111,0,NA,0,NA,0,NA,NA,NA
39,"actual-noData","stay",2000-01-01,2050-12-31,-97.5403854439423,30.3500490879043,"A","Rent",3537657.91543759,10975309.3196132,0,NA,0,NA,0,NA,NA,NA
40,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9064682747358,30.1224090620818,"B","Own",864032.985991798,10886224.6683586,1,2014-12-24,0,NA,0,NA,NA,NA
41,"actual-survey","stay",2000-01-01,2050-12-31,-97.8490695047662,30.3694902740427,"A","Own",5555495.4637168,10371868.2353101,0,NA,0,NA,0,NA,0.69159856531769,0.30840143468231
42,"future","stay",2040-08-24,2050-12-31,-97.8779595666751,30.3894787061382,"B","Own",867157.967847306,10921500.8244066,0,NA,0,NA,0,NA,NA,NA
43,"actual-noData","stay",2000-01-01,2050-12-31,-97.9990348112926,30.4506325283981,"A","Rent",266631.147183944,10968761.8653393,0,NA,0,NA,0,NA,NA,NA
44,"future","stay",2030-04-13,2050-12-31,-97.6547480223983,30.3960584902106,"B","Own",1343693.33502837,10994157.6602186,0,NA,0,NA,0,NA,NA,NA
45,"actual-noData","stay",2000-01-01,2050-12-31,-97.7367211125269,30.3198316683933,"A","Own",789380.420180969,10411016.0440819,0,NA,0,NA,0,NA,NA,NA
46,"actual-noData","stay",2000-01-01,2050-12-31,-97.822457755876,30.0818658302561,"B","Own",439047.560358886,10840265.2661693,0,NA,0,NA,0,NA,NA,NA
47,"actual-noData","stay",2000-01-01,2050-12-31,-97.6071688220755,30.4669174584034,"A","Own",106533.467734698,10883703.9894875,0,NA,0,NA,0,NA,NA,NA
48,"actual-noData","stay",2000-01-01,2050-12-31,-97.8636857484214,30.1249619472964,"M","Rent",8018578.25607294,10034270.9107671,0,NA,0,NA,0,NA,NA,NA
49,"actual-noData","stay",2000-01-01,2050-12-31,-97.7354681313244,30.4805275167015,"A","Rent",7086017.05484092,10112099.6833026,0,NA,0,NA,0,NA,NA,NA
50,"actual-TechData","future-out",2000-01-01,2050-12-31,-97.5731471658422,30.2349076668085,"B","Own",974453.813147265,10379713.2745733,0,NA,0,NA,0,NA,NA,NA
51,"actual-TechData","stay",2000-01-01,2050-12-31,-97.5892772184992,30.1387707068413,"A","Rent",1134009.134972,10399230.2836869,0,NA,1,2011-07-22,0,NA,NA,NA
52,"actual-noData","stay",2000-01-01,2050-12-31,-97.8878228921424,30.4200812578549,"B","Rent",2361428.86882881,10890761.3681717,0,NA,0,NA,0,NA,NA,NA
53,"actual-TechData","stay",2000-01-01,2050-12-31,-97.8862053458628,30.406993971883,"M","Own",5699578.33482651,10512893.9181588,0,NA,0,NA,1,2004-04-16,NA,NA
54,"actual-noData","future-out",2000-01-01,2050-12-31,-97.8333665695561,30.1141203454109,"B","Own",6972667.58396989,10777983.4347361,0,NA,0,NA,0,NA,NA,NA
55,"actual-TechData","future-out",2000-01-01,2050-12-31,-97.7274208031068,30.3033099785389,"B","Own",9886679.65037515,10794234.375938,0,NA,1,2002-01-18,1,2000-07-30,NA,NA
56,"actual-noData","future-out",2000-01-01,2050-12-31,-97.9896241768172,30.3075386381044,"A","Rent",1940205.09178517,10288400.3322879,0,NA,0,NA,0,NA,NA,NA
57,"actual-noData","stay",2000-01-01,2050-12-31,-97.5300074911713,30.1894142042318,"M","Own",4262194.57178842,10137511.0243243,0,NA,0,NA,0,NA,NA,NA
58,"actual-noData","future-out",2000-01-01,2050-12-31,-97.8621137001697,30.4078084837557,"B","Rent",7069138.90854688,10829594.9388665,0,NA,0,NA,0,NA,NA,NA
59,"actual-noData","stay",2000-01-01,2050-12-31,-97.7290819803301,30.3206158890592,"A","Own",359926.632393617,10816581.1708213,0,NA,0,NA,0,NA,NA,NA
60,"actual-noData","stay",2000-01-01,2050-12-31,-97.8309430439243,30.1727053578694,"A","Own",9594153.55744772,10803107.2199681,0,NA,0,NA,0,NA,NA,NA
61,"actual-noData","stay",2000-01-01,2050-12-31,-97.7455321172457,30.3478612361573,"B","Own",7598827.73962105,10503201.1851337,0,NA,0,NA,0,NA,NA,NA
62,"actual-noData","stay",2000-01-01,2050-12-31,-97.5414872128638,30.2677076776267,"M","Own",1940514.47944017,10002808.3145763,0,NA,0,NA,0,NA,NA,NA
63,"future","stay",2046-02-03,2050-12-31,-97.6447203132575,30.1411053841976,"B","Own",5284697.44199421,10829261.2014306,0,NA,0,NA,0,NA,NA,NA
64,"actual-TechData","stay",2000-01-01,2050-12-31,-97.5985905736027,30.223219243957,"M","Own",5471275.66372743,10724979.8737293,0,NA,0,NA,1,2003-10-20,NA,NA
65,"future","stay",2047-02-05,2050-12-31,-97.992865591226,30.303268233848,"B","Own",9569030.59788514,10049207.7006473,0,NA,0,NA,0,NA,NA,NA
66,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9686922694366,30.3096216360411,"A","Own",3013807.39181302,10384303.3104011,0,NA,0,NA,1,2004-04-07,NA,NA
67,"actual-TechData","stay",2000-01-01,2050-12-31,-97.7701579669738,30.4243508070666,"B","Own",8874832.66747789,10025171.6392403,0,NA,1,2000-11-25,0,NA,NA,NA
68,"future","stay",2037-10-10,2050-12-31,-97.8460243010407,30.1214869588535,"B","Own",8975409.65280961,10157609.8572722,0,NA,0,NA,0,NA,NA,NA
69,"actual-noData","stay",2000-01-01,2050-12-31,-97.6958275968071,30.3152485702468,"A","Rent",9406890.08162357,10874383.6610131,0,NA,0,NA,0,NA,NA,NA
70,"actual-noData","stay",2000-01-01,2050-12-31,-98.0029111315606,30.1342607412374,"A","Own",1289146.67071076,10219203.8293546,0,NA,0,NA,0,NA,NA,NA
71,"actual-noData","future-out",2000-01-01,2050-12-31,-97.9449772382261,30.1680893773896,"M","Rent",8752137.52114912,10378693.3279709,0,NA,0,NA,0,NA,NA,NA
72,"actual-TechData","stay",2000-01-01,2050-12-31,-97.6899354283928,30.0861872716546,"B","Own",9826515.88378008,10797644.8722264,0,NA,0,NA,0,NA,NA,NA
73,"actual-noData","stay",2000-01-01,2050-12-31,-97.7780531088726,30.0978845797709,"B","Own",9280249.56932291,10097631.9571461,0,NA,0,NA,0,NA,NA,NA
74,"future","future-out",2020-11-30,2044-04-14,-97.5773127093094,30.1180815479497,"A","Own",824952.020074707,10236980.1757346,0,NA,0,NA,0,NA,NA,NA
75,"actual-noData","stay",2000-01-01,2050-12-31,-97.8467687748459,30.1373901655183,"A","Own",900097.572298255,10366097.3198665,0,NA,0,NA,0,NA,NA,NA
76,"future","future-out",2026-02-01,2040-10-02,-97.5262744558969,30.3471885761428,"P","Own",8355235.6856456,10268597.6697063,0,NA,0,NA,0,NA,NA,NA
77,"actual-noData","stay",2000-01-01,2050-12-31,-97.8587503409944,30.4650117786788,"B","Own",6807877.85537541,10990915.5574623,0,NA,0,NA,0,NA,NA,NA
78,"actual-noData","stay",2000-01-01,2050-12-31,-97.7757251760647,30.1227650152465,"P","Own",748107.645530254,10106061.028017,0,NA,0,NA,0,NA,NA,NA
79,"actual-noData","stay",2000-01-01,2050-12-31,-97.5990607407819,30.1144831712833,"B","Own",8098528.69994473,10806378.9492134,0,NA,0,NA,0,NA,NA,NA
80,"actual-noData","stay",2000-01-01,2050-12-31,-97.9921466739587,30.4446765446869,"M","Rent",8451568.08420084,10789104.3934275,0,NA,0,NA,0,NA,NA,NA
81,"actual-noData","stay",2000-01-01,2050-12-31,-97.8202212171828,30.3875007123576,"P","Own",8592088.06853043,10365740.8153351,0,NA,0,NA,0,NA,NA,NA
82,"actual-noData","stay",2000-01-01,2050-12-31,-97.6959993863784,30.2636979342648,"A","Rent",4088004.12578974,10334713.8880548,0,NA,0,NA,0,NA,NA,NA
83,"actual-noData","stay",2000-01-01,2050-12-31,-97.9586840003763,30.1314600505303,"P","Rent",7887928.92046506,10100004.0849736,0,NA,0,NA,0,NA,NA,NA
84,"future","future-out",2021-01-29,2031-09-20,-97.8563240011191,30.3652789150829,"B","Own",5379997.6365827,10749740.5373957,0,NA,0,NA,0,NA,NA,NA
85,"actual-noData","stay",2000-01-01,2050-12-31,-97.6400614633281,30.1186124165061,"A","Own",5316505.77209191,10130282.9244355,0,NA,0,NA,0,NA,NA,NA
86,"actual-noData","stay",2000-01-01,2050-12-31,-97.7578502029636,30.2354003248274,"A","Rent",6571965.821255,10251928.2419518,0,NA,0,NA,0,NA,NA,NA
87,"actual-TechData","future-out",2000-01-01,2050-12-31,-97.6529911903886,30.145396298399,"A","Own",3675575.70243021,10003877.56253,0,NA,1,2019-11-03,1,2019-08-03,NA,NA
88,"actual-noData","stay",2000-01-01,2050-12-31,-97.6743112557287,30.3547842248612,"M","Own",6301303.06679057,10036164.7449673,0,NA,0,NA,0,NA,NA,NA
89,"actual-noData","stay",2000-01-01,2050-12-31,-97.6900647612175,30.3120029669514,"P","Own",3497816.25232892,10758175.4819263,0,NA,0,NA,0,NA,NA,NA
90,"actual-noData","stay",2000-01-01,2050-12-31,-97.7196894402407,30.1215189326609,"M","Own",6180263.63077806,10662790.4004667,0,NA,0,NA,0,NA,NA,NA
91,"actual-noData","stay",2000-01-01,2050-12-31,-97.9167919510086,30.2837897384049,"A","Own",3320015.76499548,10239670.9777115,0,NA,0,NA,0,NA,NA,NA
92,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9889539000684,30.2039930274466,"P","Own",4847189.65953216,10089065.4371911,0,NA,0,NA,0,NA,NA,NA
93,"actual-noData","future-out",2000-01-01,2050-12-31,-97.801283774193,30.4557135106674,"B","Own",8816910.74373201,10961096.3159801,0,NA,0,NA,0,NA,NA,NA
94,"future","stay",2026-07-14,2050-12-31,-97.8936566769255,30.1548212033359,"M","Own",5208157.57752862,10640344.0141205,0,NA,0,NA,0,NA,NA,NA
95,"actual-noData","stay",2000-01-01,2050-12-31,-97.7770904598927,30.1294911210643,"B","Own",9171261.65401656,10742437.9154354,0,NA,0,NA,0,NA,NA,NA
96,"actual-noData","stay",2000-01-01,2050-12-31,-97.9817432389811,30.3918374835049,"B","Rent",6031670.12983933,10161314.0253691,0,NA,0,NA,0,NA,NA,NA
97,"actual-noData","stay",2000-01-01,2050-12-31,-97.6288762075126,30.3829712034907,"P","Own",1928911.01887915,10313984.4483975,0,NA,0,NA,0,NA,NA,NA
98,"actual-noData","stay",2000-01-01,2050-12-31,-97.9428670269934,30.2981056598444,"A","Own",6554696.20586373,10826645.5524507,0,NA,0,NA,0,NA,NA,NA
99,"actual-noData","stay",2000-01-01,2050-12-31,-97.5185056050659,30.1870508947078,"A","Own",5406267.64528221,10844575.249331,0,NA,0,NA,0,NA,NA,NA
100,"actual-noData","stay",2000-01-01,2050-12-31,-97.6959012785392,30.3163792404129,"A","Own",9614767.61305705,10906841.2487266,0,NA,0,NA,0,NA,NA,NA
101,"actual-noData","stay",2000-01-01,2050-12-31,-97.8257936464737,30.1223061392044,"A","Own",103280.210511293,10103782.9762932,0,NA,0,NA,0,NA,NA,NA
102,"actual-noData","stay",2000-01-01,2050-12-31,-97.8147803611223,30.4115839378752,"P","Own",2022585.21752199,10831184.7573405,0,NA,0,NA,0,NA,NA,NA
103,"actual-noData","stay",2000-01-01,2050-12-31,-97.8423229432809,30.3482980234372,"A","Own",7399524.32180988,10505627.0619876,0,NA,0,NA,0,NA,NA,NA
104,"actual-noData","stay",2000-01-01,2050-12-31,-97.8295825634463,30.4367603558634,"A","Rent",7661517.71617355,10358327.4673584,0,NA,0,NA,0,NA,NA,NA
105,"actual-noData","stay",2000-01-01,2050-12-31,-97.8938303444036,30.1069513720996,"A","Own",8304506.51897816,10091088.9773209,0,NA,0,NA,0,NA,NA,NA
106,"actual-noData","stay",2000-01-01,2050-12-31,-97.6409933752927,30.2412316899672,"A","Rent",6815304.26393496,10861940.6378914,0,NA,0,NA,0,NA,NA,NA
107,"actual-noData","stay",2000-01-01,2050-12-31,-97.8441771572993,30.1456485611563,"A","Rent",2194446.43367315,10400578.7433832,0,NA,0,NA,0,NA,NA,NA
108,"actual-noData","stay",2000-01-01,2050-12-31,-97.5745408060611,30.1142730221622,"B","Own",6612549.37369609,10446510.2738013,0,NA,0,NA,0,NA,NA,NA
109,"actual-noData","stay",2000-01-01,2050-12-31,-97.7079966455949,30.0904431817591,"A","Own",4446614.70449297,10331501.9703076,0,NA,0,NA,0,NA,NA,NA
110,"actual-noData","stay",2000-01-01,2050-12-31,-97.6466830951386,30.3141984213496,"A","Own",57619.1990007646,10012186.5855195,0,NA,0,NA,0,NA,NA,NA
111,"actual-noData","future-out",2000-01-01,2050-12-31,-97.9215465081727,30.3464477615443,"A","Own",8925041.01740429,10754438.1420518,0,NA,0,NA,0,NA,NA,NA
112,"actual-noData","stay",2000-01-01,2050-12-31,-97.9293721247094,30.4803125999937,"A","Own",4732438.21929907,10832878.6491761,0,NA,0,NA,0,NA,NA,NA
113,"actual-noData","stay",2000-01-01,2050-12-31,-97.7880637222836,30.0976179746098,"P","Rent",1861300.10065157,10090788.3793015,0,NA,0,NA,0,NA,NA,NA
114,"future","stay",2021-06-05,2050-12-31,-97.6010827522441,30.3732980119175,"A","Own",856210.237736814,10612873.4672899,0,NA,0,NA,0,NA,NA,NA
115,"actual-TechData","stay",2000-01-01,2050-12-31,-97.6655282939011,30.3278634770162,"A","Own",1560787.39663586,10057168.4276548,0,NA,0,NA,1,2008-04-08,NA,NA
116,"actual-noData","stay",2000-01-01,2050-12-31,-97.9230050968468,30.1957695865381,"M","Rent",777018.306963146,10679094.1308037,0,NA,0,NA,0,NA,NA,NA
117,"future","future-out",2027-12-02,2038-02-10,-97.9763136152764,30.4325262670216,"A","Own",2712766.51398744,10634409.4594357,0,NA,0,NA,0,NA,NA,NA
118,"actual-noData","stay",2000-01-01,2050-12-31,-97.8318294879505,30.3802978144842,"A","Own",8003979.52880478,10950715.9415179,0,NA,0,NA,0,NA,NA,NA
119,"actual-noData","stay",2000-01-01,2050-12-31,-97.8556442606244,30.3242257091119,"A","Own",7437945.1053543,10391982.1017444,0,NA,0,NA,0,NA,NA,NA
120,"future","stay",2023-03-05,2050-12-31,-97.5751422475993,30.1757967766551,"A","Rent",5659560.32303395,10086137.8635671,0,NA,0,NA,0,NA,NA,NA
121,"future","future-out",2030-11-20,2041-10-06,-97.578249060222,30.2505372018756,"A","Rent",198954.524726141,10432859.5360126,0,NA,0,NA,0,NA,NA,NA
122,"actual-noData","stay",2000-01-01,2050-12-31,-97.5416866037387,30.4072866949411,"B","Own",6128190.60233422,10304587.196377,0,NA,0,NA,0,NA,NA,NA
123,"actual-TechData","stay",2000-01-01,2050-12-31,-97.5945432948471,30.164512580666,"P","Rent",6446293.33453253,10367398.2161666,0,NA,0,NA,0,NA,NA,NA
124,"actual-noData","stay",2000-01-01,2050-12-31,-97.5657604380995,30.4340889643608,"M","Rent",6170527.27938164,10467213.1496354,0,NA,0,NA,0,NA,NA,NA
125,"actual-noData","stay",2000-01-01,2050-12-31,-97.6495118521009,30.2341463345047,"A","Own",7108642.62564108,10543270.3883257,0,NA,0,NA,0,NA,NA,NA
126,"actual-noData","stay",2000-01-01,2050-12-31,-97.9904699447186,30.3816475850462,"A","Own",5181880.45598799,10851847.6974572,0,NA,0,NA,0,NA,NA,NA
127,"actual-noData","stay",2000-01-01,2050-12-31,-97.8666119831311,30.216267581011,"A","Own",7021929.4561795,10116724.9720307,0,NA,0,NA,0,NA,NA,NA
128,"actual-noData","stay",2000-01-01,2050-12-31,-97.5176835521883,30.3667889574739,"B","Own",791436.743014492,10839450.8164034,0,NA,0,NA,0,NA,NA,NA
129,"actual-noData","stay",2000-01-01,2050-12-31,-97.6173535003101,30.080453556726,"A","Own",8282883.70060967,10136909.5759153,0,NA,0,NA,0,NA,NA,NA
130,"future","future-out",2023-10-18,2027-09-16,-97.993281783157,30.3511463430757,"B","Own",2870851.21520562,10748146.0121249,0,NA,0,NA,0,NA,NA,NA
131,"actual-TechData","stay",2000-01-01,2050-12-31,-97.8829793700114,30.3883425005748,"A","Own",6355051.12047307,10478211.5730627,0,NA,1,2015-11-08,0,NA,NA,NA
132,"actual-noData","future-out",2000-01-01,2050-12-31,-97.6888692113727,30.2331080599289,"P","Own",7436852.21196618,10208098.3667506,0,NA,0,NA,0,NA,NA,NA
133,"actual-noData","stay",2000-01-01,2050-12-31,-97.6755750789583,30.3123609777397,"A","Own",191736.674995627,10175854.7288775,0,NA,0,NA,0,NA,NA,NA
134,"future","stay",2024-04-22,2050-12-31,-97.5813041307475,30.2157434104133,"A","Own",4016595.47142219,10271140.0468247,0,NA,0,NA,0,NA,NA,NA
135,"actual-noData","stay",2000-01-01,2050-12-31,-97.8411876706727,30.4199932580074,"M","Own",5110032.15221222,10755232.3719381,0,NA,0,NA,0,NA,NA,NA
136,"actual-noData","stay",2000-01-01,2050-12-31,-97.9616619300869,30.4278891826938,"A","Rent",3041114.45414368,10653455.6382344,0,NA,0,NA,0,NA,NA,NA
137,"actual-noData","future-out",2000-01-01,2050-12-31,-97.9866163040688,30.4078936976255,"M","Own",6691547.53886163,10645048.0900692,0,NA,0,NA,0,NA,NA,NA
138,"future","stay",2036-05-05,2050-12-31,-97.5316576511835,30.1991439975158,"A","Rent",1467812.11022753,10935276.2030277,0,NA,0,NA,0,NA,NA,NA
139,"actual-noData","stay",2000-01-01,2050-12-31,-97.9143389952848,30.3057615882278,"A","Rent",9829816.63980288,10142859.0430231,0,NA,0,NA,0,NA,NA,NA
140,"future","stay",2048-10-04,2050-12-31,-97.848253239861,30.1765678652566,"A","Own",1495633.92547425,10576077.5492378,0,NA,0,NA,0,NA,NA,NA
141,"actual-noData","future-out",2000-01-01,2050-12-31,-97.7613933045678,30.2717540858074,"P","Own",5686565.52224886,10732475.7788807,0,NA,0,NA,0,NA,NA,NA
142,"actual-noData","future-out",2000-01-01,2050-12-31,-97.6017424464714,30.1146498168179,"A","Own",2973749.95236518,10817879.0379809,0,NA,0,NA,0,NA,NA,NA
143,"future","stay",2032-04-04,2050-12-31,-97.6201361262985,30.1958218306535,"M","Rent",4376704.76156985,10258138.94874,0,NA,0,NA,0,NA,NA,NA
144,"actual-noData","stay",2000-01-01,2050-12-31,-98.0158687777059,30.3276329807313,"A","Own",932304.03542053,10979432.4035714,0,NA,0,NA,0,NA,NA,NA
145,"actual-noData","stay",2000-01-01,2050-12-31,-97.5789700098863,30.1364008753229,"P","Own",8837869.39067533,10928962.0531048,0,NA,0,NA,0,NA,NA,NA
146,"actual-TechData","future-out",2000-01-01,2050-12-31,-97.8837812967007,30.1761094036937,"M","Own",5081912.43266454,10159358.8898952,0,NA,1,2002-06-29,0,NA,NA,NA
147,"actual-noData","stay",2000-01-01,2050-12-31,-97.8591437670828,30.336884837537,"A","Rent",5499930.76761719,10871509.4508758,0,NA,0,NA,0,NA,NA,NA
148,"actual-noData","stay",2000-01-01,2050-12-31,-97.8784626204126,30.3066163697576,"A","Own",6227817.42327381,10471767.8180186,0,NA,0,NA,0,NA,NA,NA
149,"actual-noData","stay",2000-01-01,2050-12-31,-97.8767173344962,30.3268370950874,"A","Own",8817466.18963545,10147655.8573275,0,NA,0,NA,0,NA,NA,NA
150,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9938811559057,30.1499251465113,"M","Rent",7262917.56773833,10359853.7504774,0,NA,0,NA,0,NA,NA,NA
151,"future","future-out",2036-04-26,2043-02-19,-97.6798204259669,30.3391104271862,"M","Own",1440852.56298538,10319870.9936148,0,NA,0,NA,0,NA,NA,NA
152,"actual-noData","stay",2000-01-01,2050-12-31,-98.0048098178344,30.1520412522063,"A","Rent",4089884.14878491,10903009.1280209,0,NA,0,NA,0,NA,NA,NA
153,"actual-noData","stay",2000-01-01,2050-12-31,-97.9695585129431,30.3458179917654,"B","Rent",6617857.09064454,10960718.9678608,0,NA,0,NA,0,NA,NA,NA
154,"actual-noData","future-out",2000-01-01,2050-12-31,-97.8790575776425,30.2378204116526,"A","Rent",4363612.88666958,10251459.2143142,0,NA,0,NA,0,NA,NA,NA
155,"actual-noData","stay",2000-01-01,2050-12-31,-97.8942824312304,30.4530956405645,"A","Own",9813884.38275317,10565310.8011633,0,NA,0,NA,0,NA,NA,NA
156,"actual-noData","future-out",2000-01-01,2050-12-31,-97.8826588553447,30.273226505767,"A","Own",5686823.15921644,10095785.1806706,0,NA,0,NA,0,NA,NA,NA
157,"future","stay",2024-06-03,2050-12-31,-97.8694695525814,30.1541583705846,"M","Own",5473182.24241491,10212368.3424884,0,NA,0,NA,0,NA,NA,NA
158,"actual-noData","stay",2000-01-01,2050-12-31,-97.6838381472563,30.1602585850387,"B","Own",999221.360925585,10652991.2647778,0,NA,0,NA,0,NA,NA,NA
159,"actual-noData","stay",2000-01-01,2050-12-31,-97.578478764721,30.4009661457227,"P","Rent",5887147.32322609,10281913.0249968,0,NA,0,NA,0,NA,NA,NA
